Colombia,Venezuela,Mexico,Argentina
226.73,22.98,1.99,0.46
55.48,3.78,0.71,0.39
15.77,34.76,8.22,0.57
-86.52,65.99,5.63,0.56
14.43,3.69,0.5,0.38
-1.82,4.63,1.93,0.52
-4.21,4.13,0.99,0.39
-121.44,14.98,7.69,0.57
490.28,24.95,2.99,0.39
-135.46,15.98,8.99,0.64
-88.7,73.98,4,0.79
-26.94,22.01,5.53,0.59
-63.38,4.91,5.68,0.36
1012.67,48.94,5.86,0.35
-133.62,4.06,6.89,0.6
25.16,7.59,4,0.42
24.85,11.7,5.63,0.4
96.34,6.98,1.6,0.38
-221.62,90.97,14,0.36
-92.23,5.98,7.15,0.36
0.1,1.76,0.7,0.56
-1623.6,114.98,58.72,0.76
2925.37,299.99,11.64,0.5
324.47,40.97,14.45,0.57
-2342.01,999.99,13.99,0.36
-244.47,180.98,26.2,0.59
389.61,23.99,6.71,0.35
35.29,90.97,14,0.36
-106.77,5.98,10.39,0.4
23.37,2.94,0.81,0.4
836.51,35.99,0.99,0.35
-36,32.98,5.5,0.75
-249.11,5.98,10.39,0.4
-261.35,65.99,8.99,0.56
14.11,5.18,2.04,0.36
1312.34,205.99,2.5,0.59
-171.7,14.03,9.37,0.56
-104.47,7.99,5.03,0.6
-9.11,20.99,4.81,0.58
22.71,3.78,0.71,0.39
50.59,14.98,8.99,0.39
-62.97,6.48,6.22,0.37
187.57,35.94,6.66,0.4
-40.25,22.38,15.1,0.38
-37.8,5.94,9.92,0.38
-5.54,4.13,1.17,0.57
-3971.06,2550.14,29.7,0.57
185.04,22.72,8.99,0.44
-163.58,284.98,69.55,0.6
554.95,40.99,5.86,0.36
-1754.39,71.37,69,0.68
134.75,39.06,10.55,0.37
215.31,442.14,14.7,0.56
29.27,3.38,1.09,0.39
-1144.67,80.98,35,0.81
717.7,125.99,5.63,0.6
9.85,10.98,3.37,0.57
-89.47,6.48,6.57,0.37
18.59,30.97,4,0.74
1379.76,125.99,7.69,0.58
1040.65,54.96,10.75,0.36
44.8,216.6,64.2,0.59
-60.04,16.74,7.04,0.81
-21.65,14.42,6.75,0.52
-69.29,5.98,5.79,0.36
-23.83,65.99,8.99,0.56
-151.73,113.98,30,0.69
-151.93,6.48,8.19,0.37
-42.61,8.46,3.62,0.61
789.05,500.98,26,0.6
-2661.32,70.89,89.3,0.72
4.41,20.89,1.99,0.48
42.24,18.97,9.54,0.37
-76.88,6.48,5.86,0.36
-35.78,13.9,7.59,0.56
-28.67,15.22,9.73,0.36
27.55,11.09,5.25,0.36
82.19,11.34,5.01,0.36
-82.81,180.98,23.58,0.74
20.01,5.08,2.03,0.51
-95.76,15.14,4.53,0.81
1817.76,279.81,23.19,0.59
-116.02,180.98,30,0.69
-10.22,14.27,7.27,0.38
-91.09,70.97,3.5,0.59
13.01,205.99,8.99,0.6
2539.46,205.99,8.99,0.56
-125.29,5.28,6.26,0.4
24.95,3.29,1.35,0.4
-1096.78,550.98,147.12,0.8
116.8,28.53,1.49,0.38
-16.38,11.97,4.98,0.58
-165.95,195.99,4.2,0.56
-12.51,50.98,6.5,0.73
590.04,28.53,1.49,0.38
373.5,120.97,7.11,0.36
-31.73,146.34,43.75,0.65
47.56,3.69,0.5,0.38
182.53,113.98,30,0.69
447.12,65.99,8.8,0.58
310.59,155.99,8.99,0.58
-152.4,17.7,9.47,0.59
-743.45,135.31,35,0.84
370.23,26.17,1.39,0.38
3407.73,300.98,164.73,0.56
-1.84,2.94,0.96,0.58
18.41,9.11,2.15,0.4
65.63,12.64,4.98,0.48
321.67,37.7,2.99,0.35
184.07,19.98,8.68,0.37
5.08,10.48,2.89,0.6
2081.48,320.98,24.49,0.55
-33.4,4.98,4.7,0.38
253.5,12.97,1.49,0.35
39.91,4.91,0.5,0.36
15.25,3.38,1.09,0.39
-71,2.6,2.4,0.58
692.78,115.99,2.5,0.57
-190.49,14.81,13.32,0.43
-8.77,2.78,1.25,0.59
544.04,60.65,12.23,0.64
-95.99,4.98,4.95,0.37
-33.19,11.5,7.19,0.4
236.61,100.97,7.18,0.46
231.49,99.99,19.99,0.52
274.98,17.48,1.99,0.46
8918.74,420.98,19.99,0.35
-236.12,16.74,7.04,0.81
5485.15,599.99,24.49,0.37
2.65,2.62,0.8,0.39
231.68,8.34,0.96,0.43
-52.62,28.48,1.99,0.4
6079.63,699.99,24.49,0.41
258.25,31.11,3.6,0.64
-688.44,442.14,14.7,0.56
860.22,60.22,3.5,0.57
-7.73,7.96,4.95,0.41
178.14,37.94,5.08,0.38
0.64,11.34,5.01,0.36
-524.03,68.81,60,0.41
-15.37,3.74,0.94,0.83
-314.22,6.98,9.69,0.83
21.5,152.48,6.5,0.74
-14.69,4.98,4.7,0.38
335.29,119.99,56.14,0.39
-31.67,10.23,4.68,0.59
-27.29,1.86,2.58,0.82
-297.02,80.98,35,0.81
-8.59,8.85,5.6,0.36
346.14,20.99,0.99,0.37
-1085.52,4.48,49,0.6
-167.42,3.52,6.83,0.38
-30.71,14.98,7.69,0.57
-180.61,100.98,45,0.69
-41.26,30.98,17.08,0.4
-139.52,3.58,5.47,0.37
-23.35,11.7,6.96,0.5
597.16,52.4,16.11,0.39
13.87,30.98,8.74,0.4
61.51,12.2,6.02,0.43
57.1,70.97,3.5,0.59
-107.1,20.99,2.5,0.81
-130.66,3.98,5.26,0.38
487.17,220.98,64.66,0.62
-459.86,160.98,35.02,0.72
-13.67,6.48,8.74,0.36
-247.18,85.99,0.99,0.85
293.14,162.93,19.99,0.39
-6.61,11.58,5.72,0.35
763.33,300.98,64.73,0.56
-59.98,6.48,2.74,0.71
132.56,9.93,1.09,0.43
72.78,30.73,4,0.75
-78.54,125.99,4.2,0.57
1193.19,99.23,8.99,0.35
600.93,90.97,28,0.38
-399.67,114.98,51.42,0.65
-12,33.98,19.99,0.55
15.36,90.97,14,0.36
-200.84,41.47,34.2,0.73
39.63,28.53,1.49,0.38
-605.37,125.99,8.99,0.55
-5.26,4.48,1.22,0.36
964.1,55.48,6.79,0.37
-1.78,1.68,1,0.35
-513.79,212.6,52.2,0.64
0.9,27.48,4,0.75
574.98,125.99,4.2,0.57
-15.92,11.33,6.12,0.42
162.18,67.28,19.99,0.4
4.06,2.94,0.96,0.58
10.18,13.48,4.51,0.59
38.11,4.26,1.2,0.44
-15.9,9.78,5.76,0.35
-52.5,150.98,13.99,0.38
1.33,1.76,0.7,0.56
4.69,24.98,8.79,0.66
742.96,55.48,4.85,0.37
105.7,22.01,5.53,0.59
-4.9,1.82,1,0.4
302.12,21.38,2.99,0.36
-51.75,15.28,10.91,0.36
-76.34,11.35,8.6,0.57
18.42,6.88,2,0.39
28.61,10.06,2.06,0.39
-193.58,100.98,35.84,0.62
5.91,4.13,1.23,0.55
-16.54,14.98,7.69,0.57
17.31,9.77,6.02,0.48
-31.38,7.28,3.52,0.68
100.22,12.95,4.98,0.4
215.43,65.99,5.99,0.58
0.89,2.98,1.58,0.39
76.59,15.98,4,0.37
106.45,9.68,2.03,0.37
310.19,65.99,4.99,0.57
-1,1.98,0.7,0.83
42.86,7.4,1.71,0.4
323.08,20.98,1.49,0.35
1719.47,120.98,9.07,0.35
-97.92,28.99,8.59,0.56
-63.03,2.28,5.2,0.41
98.69,31.74,12.62,0.37
56.73,3.49,0.76,0.39
-969.05,400.98,42.52,0.71
-5.14,1.95,1.63,0.46
-17.6,8.04,8.94,0.4
-62.33,65.99,8.99,0.58
-19.1,30.98,19.51,0.36
-292.7,12.99,14.37,0.73
-108.8,100.98,35.84,0.62
76.63,22.84,11.54,0.39
-48.91,35.44,19.99,0.38
-311.23,167.27,35,0.85
-257.72,65.99,5.92,0.55
963.68,125.99,7.69,0.59
458.4,105.29,10.12,0.79
1041.29,100.98,7.18,0.4
-62.19,100.89,42,0.61
78.89,11.48,5.43,0.36
-85.58,2.08,2.56,0.55
282.32,55.48,6.79,0.37
21.47,3.8,1.49,0.38
-240.78,6.48,8.88,0.37
7.29,15.94,5.45,0.55
197.76,9.78,1.39,0.39
234.61,200.99,8.08,0.59
-261.55,99.99,19.99,0.52
320.07,41.94,2.99,0.35
33.59,4.73,1.52,0.36
589.38,128.24,12.65,0.39
-77.9,35.99,1.25,0.57
-27.78,17.67,8.99,0.47
-19.77,8.67,3.5,0.58
-245.09,99.99,19.99,0.5
239.94,83.98,5.01,0.38
-185.89,65.99,19.99,0.59
-19.17,1.26,0.7,0.81
-1.25,4.26,1.2,0.44
507.58,40.98,2.99,0.36
-1.28,9.93,1.09,0.43
807.62,40.97,1.99,0.42
-187.29,291.73,48.8,0.56
332.3,280.98,35.67,0.66
-103.55,5.74,5.01,0.39
4031.62,204.1,13.99,0.37
3160.63,279.81,23.19,0.59
-61.75,6.48,6,0.37
-42.61,20.15,8.99,0.58
-319.02,193.17,19.99,0.71
259.47,35.41,1.99,0.43
-124.51,125.99,5.99,0.56
56.05,76.72,19.95,0.54
241.74,40.97,14.45,0.57
-72.23,19.98,4,0.68
-279.93,5.81,8.49,0.39
-181.27,113.98,30,0.69
-5.37,14.45,7.17,0.38
-165.74,10.97,6.5,0.64
-6.04,22.84,11.54,0.39
583.75,65.99,2.79,0.56
-24.87,2.12,1.99,0.55
103.83,355.98,58.92,0.64
33.99,44.43,46.59,0.67
-129.86,8.74,8.29,0.38
-115.8,3.28,3.97,0.56
-164.59,415.88,11.37,0.57
3858.28,420.98,19.99,0.35
674.99,37.7,2.99,0.35
-121.39,52.99,19.99,0.81
355.93,125.99,8.08,0.57
1110.35,83.93,19.99,0.38
11.02,5.98,1.49,0.39
-66.26,4.98,4.75,0.36
1275.67,125.99,8.99,0.59
61.09,7.78,2.5,0.38
20.57,3.29,1.35,0.4
32.75,175.99,8.99,0.57
-818.32,80.98,35,0.81
9.34,2.88,1.01,0.55
-2595.65,71.37,69,0.68
-132.63,5.4,7.78,0.37
-247.24,65.99,8.99,0.56
50.83,131.12,0.99,0.55
1142.08,179.99,13.99,0.57
152.75,65.99,2.5,0.56
665.63,33.98,1.99,0.45
-61.1,15.99,9.4,0.49
-19.52,18.97,9.03,0.37
-4.73,3.26,1.86,0.41
-1042.71,449.99,49,0.38
171.07,41.32,8.66,0.76
-1.18,2.94,0.96,0.58
-37.2,2.12,1.99,0.55
-279.93,6.48,9.54,0.37
-17.68,40.99,19.99,0.36
-1748.34,808.49,55.3,0.4
234.68,22.84,8.18,0.39
-104.99,6.24,5.22,0.6
644.81,65.99,5.92,0.55
-95.31,3.98,5.26,0.38
28.14,21.38,2.99,0.37
-2.82,1.81,0.75,0.52
28.75,4.13,1.17,0.57
67.6,11.34,5.01,0.36
369.46,140.85,19.99,0.73
15.42,3.69,0.5,0.38
1040.62,170.98,13.99,0.75
55.87,53.98,5.5,0.62
-165.54,35.99,1.1,0.55
-100.6,2.66,6.35,0.36
278.6,105.98,13.99,0.65
79.34,12.28,4.86,0.38
-337.98,14.89,13.56,0.58
3256.81,400.97,48.26,0.36
455.42,76.72,19.95,0.54
807.29,100.98,15.66,0.57
-7.5,39.99,10.25,0.55
-168.72,5.02,5.14,0.79
-114.2,16.74,7.04,0.81
70.39,6.45,1.34,0.36
653.68,297.64,14.7,0.57
-449.04,12.99,14.37,0.73
-22.37,14.42,6.75,0.52
-120.05,20.99,3.3,0.81
5.56,25.99,5.37,0.56
-36.06,7.98,6.5,0.59
-23.29,4.98,5.49,0.38
-7.04,10.89,4.5,0.59
2.37,6.64,4.95,0.37
840.55,59.98,3.99,0.57
82.49,3.69,0.5,0.38
-84.69,8.74,8.29,0.38
-76.89,49.99,19.99,0.41
122.29,20.99,0.99,0.57
-741.81,101.41,35,0.82
-25,6.64,54.95,0.37
363,90.48,19.99,0.4
358.19,449.99,49,0.38
-43.48,4.06,6.89,0.6
-32.43,9.49,5.76,0.39
114.45,41.32,8.66,0.76
10.06,34.54,14.72,0.37
146.79,40.98,5.33,0.57
47.65,35.44,19.99,0.38
-43.52,17.7,9.47,0.59
81.87,9.78,1.99,0.43
1925.58,205.99,5,0.59
-266.22,15.51,17.78,0.59
-3.78,5.18,2.04,0.36
-19.74,2.22,5,0.55
-7.95,5.89,5.57,0.41
-270.57,111.96,69,0.63
18.96,4.82,1.49,0.36
-76.94,6.68,5.66,0.37
-124.72,5.98,7.5,0.4
-3.18,10.98,3.37,0.57
-130.96,7.28,11.15,0.37
939.67,47.9,5.86,0.37
-31.14,6.48,5.94,0.37
-128.52,4.98,7.54,0.38
12.09,9.78,1.99,0.43
0.08,3.29,1.35,0.4
80.73,5.98,1.49,0.39
7.31,3.8,1.49,0.38
-130.61,6.48,8.4,0.37
1358.53,226.67,28.16,0.59
3146.22,550.98,45.7,0.71
20.12,7.59,4,0.42
-2.83,14.45,7.17,0.38
14,10.98,5.14,0.36
-42.72,7.1,6.05,0.39
9.32,3.28,0.98,0.52
3.21,2.84,0.93,0.54
-102.25,5.98,4.38,0.75
-93.83,172.99,19.99,0.39
-468.89,95.99,35,0.39
-54.34,14.42,6.75,0.52
60.79,6.3,0.5,0.39
20.06,2.88,0.7,0.56
16.11,3.41,0.7,0.37
-2897.25,70.89,89.3,0.72
43.2,3.98,0.7,0.52
8788.81,517.48,16.63,0.59
453.03,142.86,19.99,0.56
-47.55,5.98,7.15,0.36
329.28,180.98,30,0.69
-603.8,130.98,54.74,0.69
-91.14,6.48,8.74,0.36
-284.4,20.98,53.03,0.78
-178.71,115.99,4.23,0.56
8249.86,699.99,24.49,0.41
94.97,40.99,17.48,0.36
-3.51,3.26,1.86,0.41
-20.25,19.98,4,0.68
1161.89,128.24,12.65,0.39
28.55,3.15,0.49,0.37
-377.25,60.89,32.41,0.56
4127.79,500.98,41.44,0.66
-57.54,55.99,5,0.8
34.12,11.58,5.72,0.35
-21.47,2.74,3.5,0.58
29.68,9.68,2.03,0.37
545.7,550.98,45.7,0.71
-36.84,60.97,4.5,0.56
57.78,6.88,2,0.39
166.93,23.99,6.3,0.38
-969.05,400.98,76.37,0.6
119.64,5.43,0.95,0.36
-768.14,95.98,58.2,0.58
-715.78,296.18,54.12,0.76
30.61,3.93,0.99,0.39
-60.21,8.6,6.19,0.38
-108.13,5.53,6.98,0.39
-321.51,138.14,35,0.37
-99.55,17.98,4,0.79
42.89,4.13,0.5,0.39
-7.04,2.18,1.38,0.44
630.18,70.97,3.5,0.59
601.65,65.99,4.99,0.57
-65.02,160.98,30,0.62
315.49,125.99,4.2,0.59
143.79,35.99,3.3,0.39
-500.46,124.49,51.94,0.63
467.72,42.98,4.62,0.56
2177.54,355.98,58.92,0.64
1300.8,145.45,17.85,0.56
49.79,20.99,4.81,0.58
-59.59,65.99,8.99,0.58
-89.23,15.28,10.91,0.36
21.68,8.33,1.99,0.52
-16.27,3.98,2.97,0.35
-169.74,35.99,5,0.85
-151.42,4.24,5.41,0.35
87.66,22.72,8.99,0.44
-40.94,14.98,7.69,0.57
-174.94,23.99,15.68,0.62
-283.94,145.45,17.85,0.56
-1.62,2.88,1.01,0.55
-62.97,5.28,5.06,0.37
614.03,63.94,14.48,0.46
21.49,7.89,2.82,0.4
-20.68,1.7,1.99,0.51
-86.43,15.73,7.42,0.56
41.41,48.04,5.79,0.37
-116.51,35.99,5.99,0.38
47.58,37.76,12.9,0.57
-433.29,179.29,29.21,0.76
-1764.29,122.99,70.2,0.74
-199.31,420.98,19.99,0.35
308.67,30.98,9.18,0.4
-71.59,8.32,2.38,0.74
248.91,28.38,1.99,0.51
-16.15,11.58,6.97,0.35
772.11,65.99,2.5,0.55
-111.98,7.99,5.03,0.6
426.67,225.02,28.66,0.72
19.73,21.38,8.99,0.59
349.47,195.99,8.99,0.6
656.95,95.46,18.13,0.56
-352.96,146.05,80.2,0.71
87.6,5.98,1.49,0.39
-42.81,6.48,5.16,0.37
-4.09,2.78,0.97,0.59
-439.62,280.98,57,0.78
-5.54,3.98,2.97,0.35
127.85,35.99,3.3,0.39
11.65,15.23,27.75,0.76
64.53,65.99,8.99,0.56
-541.33,125.99,8.99,0.59
-137.49,5.81,8.49,0.39
-67.06,3.36,6.27,0.4
-7.94,12.28,4.86,0.38
368.87,64.98,6.88,0.73
-5.74,3.74,4.69,0.35
1043.43,55.48,4.85,0.37
3.72,15.57,1.39,0.38
569.08,45.98,4.8,0.68
224.86,65.99,3.99,0.59
244.45,45.98,4.8,0.68
-2.06,1.76,0.7,0.56
620.07,41.94,2.99,0.35
-20.16,7.64,5.83,0.36
-1303.6,150.89,60.2,0.77
40.63,9.77,6.02,0.48
35.92,2.61,0.5,0.39
818.92,120.98,9.07,0.35
329.68,20.99,0.99,0.37
-572.69,236.97,59.24,0.61
-75.31,4.28,6.72,0.4
-41.22,5.74,5.01,0.39
204.7,53.98,5.5,0.62
-37.55,2.88,5.33,0.36
2.49,2.94,0.96,0.58
-1570.32,90.98,56.2,0.74
-528.65,218.75,69.64,0.77
1489.96,205.99,5.99,0.59
-19.97,65.99,5.26,0.56
-13.59,12.64,4.98,0.48
336.26,107.53,5.81,0.65
17.89,4.28,0.94,0.56
35.5,4.91,0.5,0.36
71.03,11.55,2.36,0.55
286.87,21.38,2.99,0.37
-433.29,179.29,29.21,0.74
-241.63,8.37,10.16,0.59
36.98,4.91,0.5,0.36
-230.34,55.99,5,0.8
-15.27,6.48,5.14,0.37
-52.49,9.71,9.45,0.6
-362.04,58.14,36.61,0.61
-526.48,217.85,29.1,0.68
-219.2,113.98,30,0.69
-25.31,4.77,2.39,0.72
749.03,31.78,1.99,0.42
-44.14,5.99,4.92,0.38
-21.3,5.81,3.37,0.54
163.81,14.34,5,0.49
-335.32,138.75,52.42,0.74
45.39,15.98,6.5,0.48
-715.78,296.18,54.12,0.76
-52.21,6.37,5.19,0.38
239.4,65.99,8.99,0.59
55.3,179.29,29.21,0.76
-2.38,73.98,12.14,0.67
-46.31,5.98,7.15,0.36
-71.11,3.57,4.17,0.59
40.85,5.98,1.49,0.39
-85.76,110.98,13.99,0.69
59.18,8.01,2.87,0.4
-72.7,2.84,5.44,0.36
-427.47,179.99,19.99,0.48
-26.72,18.89,3.17,0.69
49.45,120.97,7.11,0.36
-119.32,6.48,7.49,0.37
-38.51,39.98,4,0.7
36.54,8.98,4.19,0.43
-27.08,20.98,5.42,0.66
73.89,3.69,0.5,0.38
-41.77,60.97,4.5,0.56
-1014.11,90.98,56.2,0.74
499.27,67.28,19.99,0.4
-10.22,2.08,1.49,0.36
-64.82,26.31,5.89,0.75
-33.61,1.76,4.86,0.41
-868.88,58.14,36.61,0.61
-41.86,12.44,6.27,0.57
-32.48,7.28,11.15,0.37
-7.9,5.08,3.63,0.51
-70.02,3.28,3.97,0.56
483.66,35.99,1.1,0.55
-3074.27,71.37,69,0.68
-107.98,3.95,5.13,0.59
19.47,3.15,0.49,0.37
-90.26,5.98,5.35,0.4
148.25,79.52,48.2,0.74
-606.6,125.99,5.99,0.56
-30.26,7.77,9.23,0.58
-255.65,8.37,10.16,0.59
-76.54,6.48,9.17,0.37
-11.85,6.78,6.18,0.39
-54.44,6.81,5.48,0.37
-14.58,43.41,2.99,0.39
-1231.87,48.91,35,0.83
59.04,10.98,5.14,0.36
-969.05,400.98,42.52,0.71
146.24,40.97,8.99,0.59
433.59,22.24,1.99,0.43
22.84,3.8,1.49,0.38
-627.64,259.71,66.67,0.65
104.51,39.98,7.12,0.67
-55.61,5.58,5.3,0.35
-342.91,95.99,35,0.39
-354.13,146.34,43.75,0.64
-774.14,376.13,85.63,0.74
213.2,33.29,1.99,0.41
575.1,80.98,4.5,0.59
-128.83,110.99,2.5,0.57
-246.32,58.14,36.61,0.61
1272.17,120.97,26.3,0.38
-149.84,5.78,7.64,0.36
-165.26,5.78,7.96,0.36
34.16,20.95,4,0.6
1101.9,90.97,14,0.36
10.79,8.33,1.99,0.52
-26.66,5.98,5.15,0.36
-433.29,179.29,29.21,0.74
532.21,59.76,9.71,0.57
-444.69,195.99,4.2,0.56
299.35,48.58,3.99,0.56
-523,205.99,8.99,0.6
245.88,56.96,13.22,0.56
-110.56,6.48,6.22,0.37
-75.44,6.48,7.37,0.37
3325.03,350.99,39,0.55
682.48,85.99,2.5,0.35
382.94,28.53,1.49,0.38
38.6,9.11,2.25,0.52
30.21,34.99,7.73,0.59
-774.89,320.64,43.57,0.63
-3.64,9.11,2.15,0.4
83.48,20.28,6.68,0.53
8022.94,500.98,26,0.6
1784.04,304.99,19.99,0.4
59.7,4.55,1.49,0.35
-5.62,1.88,1.49,0.37
-43.24,7.98,6.5,0.59
-8.59,15.01,8.4,0.39
-72.3,6.37,5.19,0.38
3408.29,500.98,26,0.6
-156.41,4.24,5.41,0.35
36.96,3.08,0.99,0.37
-35.97,8.46,3.62,0.61
205.13,22.23,3.63,0.52
794.2,300.98,13.99,0.39
-240.31,145.45,17.85,0.56
-10.39,6.48,6.22,0.37
54.23,70.89,89.3,0.69
-34.85,22.38,15.1,0.38
607.26,35.99,1.25,0.36
-1008.73,417.4,75.23,0.79
-286.36,115.99,2.5,0.57
525.15,111.03,8.64,0.78
5.85,5.88,3.04,0.36
-27.15,9.85,4.82,0.47
-45.16,5.58,5.3,0.35
-1456.31,100.98,57.38,0.78
0.65,4.49,1.49,0.39
10.74,8.33,1.99,0.52
897.87,85.99,0.99,0.55
24.2,21.98,8.32,0.39
37.03,2.88,0.99,0.36
44.55,195.99,3.99,0.58
-75.17,8.62,4.5,0.59
290.66,160.98,30,0.62
-14.42,119.99,56.14,0.39
-112.12,35.99,5,0.85
22.71,30.98,8.99,0.58
-159.21,100.98,35.84,0.62
844.82,65.99,2.5,0.56
-108.2,4.91,5.68,0.36
-176.91,113.98,30,0.69
-71.91,6.48,6.35,0.37
559.38,55.48,14.3,0.37
4276.73,350.98,30,0.61
2.72,1.68,1,0.35
483.67,48.92,4.5,0.59
399.12,15.57,1.39,0.38
42.39,20.24,6.67,0.49
6.77,14.48,6.46,0.38
-1569.06,449.99,24.49,0.4
-2.23,11.58,6.97,0.35
-43.22,15.31,8.78,0.57
50.04,17.67,8.99,0.47
-83.47,65.99,5.31,0.57
547.04,227.55,32.48,0.68
448.24,54.96,10.75,0.36
4.26,3.58,1.63,0.36
6888.36,500.98,26,0.6
-36.76,12.28,6.13,0.57
-555.98,370.98,99,0.65
-37.99,19.98,4,0.68
44.04,12.28,6.47,0.38
1844.96,128.24,12.65,0.39
108.21,15.98,4,0.37
-243.87,5.38,7.57,0.36
631.33,199.99,24.49,0.46
-95.64,7.77,9.23,0.58
1197.86,195.99,8.99,0.58
327.45,15.04,1.97,0.39
19.36,2.94,0.7,0.58
1332.91,95.99,4.9,0.56
-436.23,70.98,30,0.73
-66.58,2.08,5.33,0.43
-5.04,24.92,12.98,0.39
-483.12,120.98,78.64,0.75
57.28,5.98,0.96,0.6
-72.4,20.99,0.99,0.57
1041.28,99.99,19.99,0.52
19.71,6.08,0.91,0.51
-41.98,6.68,5.2,0.37
174.72,31.74,12.62,0.37
-64.37,1.76,4.86,0.41
-116.66,9.38,7.28,0.57
807.38,42.8,2.99,0.36
-135.06,4.97,5.71,0.54
-56.17,3.98,5.26,0.38
-19.06,4.28,6.72,0.4
46.21,5.84,1.2,0.74
18.15,6.75,2.99,0.35
1515.7,142.86,19.99,0.56
-13.13,6.48,8.19,0.37
180.64,26.48,6.93,0.49
-55.11,6.54,5.27,0.36
95.16,5.98,1.49,0.39
53.13,4.91,0.5,0.36
-20.3,2.16,6.05,0.37
-2301.53,280.98,81.98,0.78
-67.59,13.9,7.59,0.56
3187.37,162.93,19.99,0.39
-22.82,29.1,4,0.78
-8.67,43.57,16.36,0.55
-4.55,5.43,0.95,0.36
-142.91,3.58,5.47,0.37
-195.7,415.88,11.37,0.57
58.32,7.28,1.77,0.37
143.23,15.04,1.97,0.39
-1620.41,114.98,58.72,0.76
-50.75,5.74,5.3,0.55
19.12,2.89,0.5,0.38
-26.73,3.98,2.97,0.35
-317.48,140.98,36.09,0.77
483.6,45.99,4.99,0.57
-57.89,3.98,5.26,0.38
-77.31,33.94,19.19,0.58
1162.76,194.3,11.54,0.59
664.88,350.98,30,0.61
-64.51,11.66,7.95,0.58
-47.88,15.14,4.53,0.81
-152.59,5.28,8.16,0.4
5.02,3.08,0.99,0.37
-505.98,209.37,69,0.79
-0.31,77.51,4,0.76
1601.64,115.99,5.99,0.57
-75.81,10.97,6.5,0.64
-16.39,8.88,6.28,0.35
83.51,12.64,4.98,0.48
2.12,5.18,2.04,0.36
-225.25,1.68,5.28,0.37
9.94,2.61,0.5,0.39
-245.67,4.06,6.89,0.6
2023.75,300.98,54.92,0.55
-13.32,6.48,7.86,0.37
7.98,3.8,1.49,0.38
1680.92,304.99,19.99,0.4
-150.93,4.28,5.74,0.4
-10.27,3.28,3.97,0.56
-209.58,6.48,8.4,0.37
366.18,65.99,8.99,0.56
-24.21,3.57,4.17,0.59
-2.55,13.48,4.51,0.59
519.55,193.17,19.99,0.71
-15.29,70.98,26.85,0.39
-850.71,95.99,35,0.39
-505.98,209.37,69,0.79
2852.94,306.14,26.53,0.56
45.54,120.98,30,0.64
-86.2,7.99,5.03,0.6
-243.6,100.8,60,0.59
24.33,17.15,4.96,0.58
-7.96,5.78,5.67,0.36
-16.99,13.48,4.51,0.59
141.31,120.33,19.99,0.59
-3.38,2.88,1.49,0.36
18.28,3.8,1.49,0.38
254.31,48.04,7.23,0.37
140.33,34.76,5.49,0.6
-28.43,11.66,8.99,0.59
14.15,7.59,4,0.42
-64.87,5.8,5.59,0.4
-16.38,6.48,8.74,0.36
65.58,140.85,19.99,0.73
57.89,35.44,19.99,0.38
15.34,21.78,5.94,0.5
-225.3,55.99,3.3,0.59
-83.3,15.42,10.68,0.58
-93.18,1.86,2.58,0.82
-71.83,45.19,1.99,0.55
-86.73,5.98,7.15,0.36
379.28,60.65,12.23,0.64
130.04,15.74,1.39,0.4
-9.29,8.62,4.5,0.59
-9.3,40.98,6.5,0.64
-2.91,1.88,1.49,0.37
49.81,5.84,1,0.38
-36.89,15.99,13.18,0.37
118.79,7.31,0.49,0.38
-94.05,4.98,4.95,0.37
-45.89,8.32,2.38,0.74
86.6,6.88,2,0.39
-172.34,10.97,6.5,0.64
133.45,125.99,5.99,0.56
-115.53,3.28,3.97,0.56
-2.44,1.76,0.7,0.56
52.89,59.76,9.71,0.57
-93.5,6.78,6.18,0.39
-147.86,4.91,5.68,0.36
-43.71,5.02,5.14,0.79
6.79,4.48,1.22,0.36
-25.76,50.98,13.66,0.58
538.52,170.98,35.89,0.66
-136.7,5.77,5.92,0.55
-7.8,28.15,8.99,0.57
-51.28,284.98,69.55,0.6
-165.11,5.81,8.49,0.39
-268.87,155.99,8.08,0.6
-141.6,17.7,9.47,0.59
-99.16,320.98,58.95,0.57
528.77,44.01,3.5,0.59
-499.51,68.81,60,0.41
18.76,5.84,1.2,0.55
146.8,40.99,19.99,0.36
847.06,136.98,24.49,0.59
-715.78,296.18,54.12,0.76
2164.64,207.48,0.99,0.55
-3.93,3.29,1.35,0.4
2418.56,200.99,4.2,0.59
-313.13,297.48,18.06,0.6
-693.23,286.85,61.76,0.78
-152.76,100.98,35.84,0.62
134.25,20.89,1.99,0.48
42.68,2.89,0.5,0.38
138.33,17.48,1.99,0.46
68.96,5.84,1,0.38
-213.18,35.77,9.02,0.75
-6.81,3.6,2.2,0.39
17.25,65.99,8.99,0.56
666.01,159.99,5.5,0.49
-180.17,6.48,8.73,0.37
-41.99,6.48,5.84,0.37
882.45,60.97,4.5,0.56
80.35,4.98,0.8,0.36
-21.06,29.74,6.64,0.7
-39.92,16.06,8.34,0.59
9224.1,999.99,13.99,0.36
-505.98,209.37,69,0.79
-2531.48,999.99,13.99,0.36
-64.14,120.98,30,0.64
-37.94,13.99,7.51,0.39
439.78,205.99,5.26,0.56
-103.48,9.48,7.29,0.45
0.35,7.08,2.35,0.47
